,Dis No,Year,Glide,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,Appeal,Declaration,AID Contribution ('000 US$),Dis Mag Value,Dis Mag Scale,Latitude,Longitude,River Basin,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,"Reconstruction Costs, Adjusted ('000 US$)","Insured Damages, Adjusted ('000 US$)","Total Damages, Adjusted ('000 US$)",Geo Locations,Start Date,End Date,Location List,mentions_1,mentions_2,mentions_3
956,2019-0218-IND,2019.0,,Natural,Biological,Epidemic,Viral disease,,Acute Encephalitis Syndrome (AES),India,IND,Southern Asia,Asia,"Muzaffarpur, Vaishali, Sheohar, East Champaran districts (Bihar)",,,,,,,,Vaccinated,,,,121.0,418.0,,,418.0,,,,,2019-01-01,2019-06-17,"['Muzaffarpur', 'Vaishali', 'Sheohar', 'East Champaran districts', 'Bihar']",0.0,0.0,0.0
957,2019-0299-IRN,2019.0,,Natural,Geophysical,Earthquake,Ground movement,,,Iran (Islamic Republic of),IRN,Southern Asia,Asia,Masjed Soleyman City (Khuzestan Province),,,,,,,6.0,Richter,31.775,49.542,,1.0,100.0,,2000.0,2100.0,,,,Masjed-e soleiman (Adm2). ,2019-07-08,2019-07-08,"['Masjed Soleyman City', 'Khuzestan Province']",13.0,0.0,0.0
958,2019-0082-IRN,2019.0,,Natural,Hydrological,Flood,,,,Iran (Islamic Republic of),IRN,Southern Asia,Asia,Sistan-Baluchestan Province,,,,,,,,Km2,,,,5.0,20.0,,,20.0,,,91577.0,Sistan-o baluchestan (Adm1). ,2019-03-09,2019-03-10,['Sistan-Baluchestan Province'],0.0,0.0,10.0
959,2019-0296-ITA,2019.0,,Natural,Meteorological,Extreme temperature ,Heat wave,,,Italy,ITA,Southern Europe,Europe,"Marche Region, Veneto Region, Milan",,,,,,,,°C,,,,3.0,,,,,,,,"Marche, Veneto (Adm1). Milano (Adm2). ",2019-06-26,2019-06-30,"['Marche Region', 'Veneto Region', 'Milan']",0.0,0.0,0.0
960,2019-0195-ITA,2019.0,,Natural,Hydrological,Flood,,,,Italy,ITA,Southern Europe,Europe,"San Martino di Villafranca (Forlì Province, Emilia-Romagna Region)",Heavy rains,,,,,,,Km2,,,,,,1200.0,,1200.0,,,,Forli' (Adm2). ,2019-05-15,2019-05-15,"['San Martino di Villafranca', 'Forlì Province', 'Emilia-Romagna Region']",0.0,90.0,0.0
961,2019-0289-JPN,2019.0,,Natural,Hydrological,Flood,,,,Japan,JPN,Eastern Asia,Asia,"Kyushu and Amami Islands; Kagoshima, Kirishima, Aira cities (Kagoshima Prefecture); Miyazaki, Kumamoto, Ishikawa prefectures",Torrential rains; Meiyu front (Baiu font),,,,,,32382.0,Km2,32.591,130.866,,2.0,,600.0,,600.0,,,,"Hukuoka, Isikawa, Kagosima, Kumamoto, Miyazaki, Nagasaki, Ooita, Saga (Adm1). ",2019-06-29,2019-07-04,"['Kyushu and Amami Islands', 'Kagoshima', 'Kirishima', 'Aira cities', 'Kagoshima Prefecture', 'Miyazaki', 'Kumamoto', 'Ishikawa prefectures']",0.0,2.0,0.0
963,2019-0149-KOR,2019.0,,Natural,Climatological,Wildfire,Forest fire,,,Korea (the Republic of),KOR,Eastern Asia,Asia,Gangwon province,,,,,Yes,,,Km2,,,,1.0,35.0,3000.0,,3035.0,,,,Kang-won-do (Adm1). ,2019-04-04,2019-04-05,['Gangwon province'],0.0,41.0,0.0
964,2019-0224-LBY,2019.0,,Natural,Hydrological,Flood,,,,Libya,LBY,Northern Africa,Africa,Ghat municipality,,,,,,,151027.0,Km2,24.555,12.691,,4.0,30.0,20000.0,,20030.0,,,8127.0,Awbari (ubari) (Adm1). ,2019-05-28,2019-06-05,['Ghat municipality'],0.0,289.0,0.0
966,2019-0110-MDG,2019.0,TC-2019-000021,Natural,Meteorological,Storm,Tropical cyclone,,Cyclone 'Idai',Madagascar,MDG,Eastern Africa,Africa,Besalampy (Melaky),,,,,,,,Kph,,,,3.0,,1100.0,,1100.0,,,,Besalampy (Adm2). ,2019-03-15,2019-03-15,"['Besalampy', 'Melaky']",0.0,138.0,0.0
967,2019-0220-MDV,2019.0,,Natural,Hydrological,Flood,,,,Maldives,MDV,Southern Asia,Asia,"Haa Dhaal, Gaafu Alifu, Thaa, Laamu atolls",Monsoon floods,,,,,,,Km2,,,,,,1800.0,,1800.0,,,,"Gaafu Alifu, Haa Dhaalu, Laamu, Thaa (Adm1). ",2019-05-30,2019-06-08,"['Haa Dhaal', 'Gaafu Alifu', 'Thaa', 'Laamu atolls']",0.0,2.0,2.0
968,2019-0297-MEX,2019.0,,Natural,Hydrological,Flood,,,,Mexico,MEX,Central America,Americas,Victoria (Tamaulipas),Heavy rains,,,,,,,Km2,,,,2.0,,142.0,,142.0,,,,Victoria (Adm2). ,2019-06-28,2019-06-28,"['Victoria', 'Tamaulipas']",0.0,250.0,0.0
969,2019-0200-MLI,2019.0,,Natural,Hydrological,Flood,,,,Mali,MLI,Western Africa,Africa,Bamako,Heavy rains,,,,,,,Km2,,,,15.0,2.0,505.0,,507.0,,,,Bamako (Adm1). ,2019-05-16,2019-05-16,['Bamako'],0.0,130.0,0.0
970,2019-0199-MNG,2019.0,ST-2019-000046,Natural,Meteorological,Storm,Convective storm,Storm/Surge,,Mongolia,MNG,Eastern Asia,Asia,"Khentii, Tuv, Dornogovi, Umnugovi, Bayankhongor, Uvurkhangai, Govi-Altai provinces",,,,,,,,Kph,,,,,,500.0,,500.0,,,,"Bayanxongor, Dornogovi, Govi-Altai, O'mnogovi, O'vorxangai, To'v, Xentii (Adm1). ",2019-05-10,2019-05-11,"['Khentii', 'Tuv', 'Dornogovi', 'Umnugovi', 'Bayankhongor', 'Uvurkhangai', 'Govi-Altai provinces']",1807.0,464.0,0.0
971,2019-0219-MNG,2019.0,,Natural,Hydrological,Flood,,,,Mongolia,MNG,Eastern Asia,Asia,Ulaanbaatar; Tuv province,Heavy rains,,,,,,85984.0,Km2,47.204,111.071,,12.0,,500.0,,500.0,,,,"To'v, Ulaanbaatar (Adm1). ",2019-06-15,2019-06-19,"['Ulaanbaatar', 'Tuv province']",0.0,89.0,0.0
972,2019-0165-MOZ,2019.0,,Natural,Meteorological,Storm,Tropical cyclone,,Cyclone 'Kenneth',Mozambique,MOZ,Eastern Africa,Africa,Cabo Delgado,,,,,,,300.0,Kph,,,,45.0,94.0,400000.0,,400094.0,,,263284.0,Cabo Delgado (Adm1). ,2019-04-25,2019-04-25,['Cabo Delgado'],0.0,40.0,7.0
974,2019-0048-MOZ,2019.0,,Natural,Hydrological,Flood,,,,Mozambique,MOZ,Eastern Africa,Africa,Zambezia and Niassa provinces,Heavy seasonal rains,,,,,,,Km2,,,,18.0,,,,,,,,"Niassa, Zambezia (Adm1). ",2019-01-01,2019-01-31,['Zambezia and Niassa provinces'],0.0,461.0,6.0
975,2019-0099-MOZ,2019.0,,Natural,Hydrological,Flood,,,,Mozambique,MOZ,Eastern Africa,Africa,"Tete, Zambeze provinces",Heavy rains,,,,,,,Km2,,,,10.0,,63000.0,,63000.0,,,,"Tete, Zambezia (Adm1). ",2019-03-09,2019-03-11,"['Tete', 'Zambeze provinces']",0.0,6.0,0.0
976,2019-0187-MWI,2019.0,,Natural,Hydrological,Landslide,Landslide,,,Malawi,MWI,Eastern Africa,Africa,Rumphi District ,Heavy rains,,,,,,,,,,,8.0,9.0,100.0,,109.0,,,,Rumphi (Adm2). ,2019-04-20,2019-04-20,['Rumphi District '],0.0,0.0,0.0
977,2019-0048-MWI,2019.0,,Natural,Hydrological,Flood,,,,Malawi,MWI,Eastern Africa,Africa,"Makhuwira, Paramount Chief Lundu (Chikwawa)",,,,,,,,Km2,,,,,,15974.0,,15974.0,,,,Chikwawa (Adm2). ,2019-01-01,2019-01-31,"['Makhuwira', 'Paramount Chief Lundu', 'Chikwawa']",0.0,0.0,0.0
978,2019-0101-MWI,2019.0,,Natural,Hydrological,Flood,,,,Malawi,MWI,Eastern Africa,Africa,"Balaka, Blantyre, Blantyre city, Chickwawa, Dedza, Machinga, Mangochi, Mulanje, Mwanza, Neno, Nsanje, Ntcheu, Phalombe, Thyiolo, Zomba city, Zomba, Chiradzulu","Torrential rains, Tropical Storm 'Idai'",,,,,,77813.0,Km2,-14.53,34.317,,60.0,672.0,975000.0,,975672.0,,,,"Balaka, Blantyre, Chikwawa, Chiradzulu, Dedza, Machinga, Mangochi, Mulanje, Mwanza, Neno, Nsanje, Ntcheu, Phalombe, Thyolo, Zomba (Adm2). ",2019-03-04,2019-03-10,"['Balaka', 'Blantyre', 'Blantyre city', 'Chickwawa', 'Dedza', 'Machinga', 'Mangochi', 'Mulanje', 'Mwanza', 'Neno', 'Nsanje', 'Ntcheu', 'Phalombe', 'Thyiolo', 'Zomba city', 'Zomba', 'Chiradzulu']",0.0,2.0,0.0
979,2019-0226-MYS,2019.0,,Natural,Hydrological,Flood,,,,Malaysia,MYS,South-Eastern Asia,Asia,"Belaga district (Kapit division, Northern and central Sarawak State)",Heavy rains,,,,,,,Km2,,,,,,1000.0,,1000.0,,,,Belaga (Adm2). ,2019-06-02,2019-06-06,"['Belaga district', 'Kapit division', 'Northern and central Sarawak State']",0.0,6.0,0.0
981,2019-0135-NPL,2019.0,,Natural,Meteorological,Storm,Convective storm,Severe storm,,Nepal,NPL,Southern Asia,Asia,Bara district,,,,,,,,Kph,,,,28.0,612.0,14242.0,,14854.0,,,,Narayani (Adm2). ,2019-03-30,2019-03-31,['Bara district'],0.0,681.0,7.0
982,2019-0252-OMN,2019.0,,Natural,Hydrological,Flood,,,,Oman,OMN,Western Asia,Asia,Wadi Bani Khalid ,,,,,,,,Km2,,,,6.0,,,,,,,,A Sharqiya (Adm1). ,2019-05-18,2019-05-18,['Wadi Bani Khalid '],0.0,68.0,0.0
983,2019-0201-PAK,2019.0,,Natural,Hydrological,Flood,Flash flood,,,Pakistan,PAK,Southern Asia,Asia,"Balochistan, South Waziristan",,,,,,,,Km2,,,,20.0,,,,,,,,Balochistan (Adm1). South Waziristan Agency (Adm2). ,2019-04-13,2019-04-14,"['Balochistan', 'South Waziristan']",0.0,154.0,0.0
984,2019-0155-PAK,2019.0,,Natural,Meteorological,Storm,Convective storm,,,Pakistan,PAK,Southern Asia,Asia,"Federally Administered Tribal Areas (FATA), Balochistan and Punjab ",,,,,,,,Kph,,,,39.0,135.0,,,135.0,,,,"Balochistan, Federally Administered Tribal Areas, Punjab (Adm1). ",2019-04-15,2019-04-18,"['Federally Administered Tribal Areas', 'FATA', 'Balochistan and Punjab ']",0.0,37.0,0.0
985,2019-0243-PER,2019.0,,Natural,Geophysical,Earthquake,Ground movement,,,Peru,PER,South America,Americas,"Libertad, Loreto, Cajamarca, San Martín departments",,,,,Yes,,8.0,Richter,-5.812,-75.27,,2.0,15.0,4257.0,,4272.0,,,,"Cajamarca, La Libertad, Loreto, San Martin (Adm1). ",2019-05-26,2019-05-26,"['Libertad', 'Loreto', 'Cajamarca', 'San Martín departments']",0.0,63.0,0.0
986,2019-0027-PER,2019.0,,Natural,Hydrological,Landslide,Mudslide,,,Peru,PER,South America,Americas,Apurimac department (Abancay province),Heavy rains,,,,,,,,,,,15.0,28.0,,,28.0,,,,Apurimac (Adm1). ,2019-01-25,2019-01-26,"['Apurimac department', 'Abancay province']",0.0,0.0,0.0
987,2019-0162-PHL,2019.0,EQ-2019-000036,Natural,Geophysical,Earthquake,Ground movement,,,Philippines (the),PHL,South-Eastern Asia,Asia,Castillejos (Zambales),,,,,,,6.0,Richter,14.99,120.35,,25.0,282.0,15273.0,,15555.0,,,57236.0,Zambales (Adm2). ,2019-04-22,2019-04-22,"['Castillejos', 'Zambales']",1493.0,15.0,0.0
988,2019-0021-PHL,2019.0,EC-2019-000004,Natural,Meteorological,Storm,Tropical cyclone,,Tropical depression 'Amang' (01W),Philippines (the),PHL,South-Eastern Asia,Asia,"Agusan del Norte, Agisan del Sur, Dinaga Isl., Surigao del Norte, Surigao del Sur (Region XIII - Caraga)",,,,,,,,Kph,,,,,,13160.0,,13160.0,,,,"Agusan Del Norte, Agusan Del Sur, Dinagat, Surigao Del Norte, Surigao Del Sur (Adm2). ",2019-01-18,2019-01-25,"['Agusan del Norte', 'Agisan del Sur', 'Dinaga Isl.', 'Surigao del Norte', 'Surigao del Sur', 'Region XIII - Caraga']",0.0,0.0,1.0
989,2019-0080-PHL,2019.0,EP-2019-000023,Natural,Biological,Epidemic,Viral disease,,Measles,Philippines (the),PHL,South-Eastern Asia,Asia,"Luzon and Visayas in CALABARZON, Region 6 (Western Visayas) and Region 7 (Central Visayas), Region 8 (Eastern Visayas) and Region 10 (Northern Mindanao)",,,,,Yes,,,Vaccinated,,,,333.0,22967.0,,,22967.0,,,,,2019-01-01,2019-04-27,"['Luzon and Visayas in CALABARZON', 'Region 6', 'Western Visayas and Region 7', 'Central Visayas', 'Region 8', 'Eastern Visayas and Region 10', 'Northern Mindanao']",6.0,0.0,0.0
991,2019-0264-PHL,2019.0,,Natural,Hydrological,Flood,,,,Philippines (the),PHL,South-Eastern Asia,Asia,"Datu Salibo and Sultan sa Barongis municipalities (Maguindanao Province, Mindanao Island)",Heavy rains,,,,,,5390.0,Km2,8.223,123.493,,,,45000.0,,45000.0,,,,Maguindanao (Adm2). ,2019-06-03,2019-06-23,"['Datu Salibo and Sultan sa Barongis municipalities', 'Maguindanao Province', 'Mindanao Island']",1494.0,2.0,0.0
992,2019-0271-PNG,2019.0,,Natural,Geophysical,Earthquake,Ground movement,,,Papua New Guinea,PNG,Melanesia,Oceania,"New Ireland, New Britain, Duke of York Islands",,,,,,,8.0,Richter,-4.051,152.6,,,1.0,650.0,,651.0,,,,"East New Britain, New Ireland, West New Britain (Adm1). ",2019-05-14,2019-05-14,"['New Ireland', 'New Britain', 'Duke of York Islands']",10.0,0.0,0.0
993,2019-0298-PNG,2019.0,,Natural,Geophysical,Volcanic activity,Ash fall,,Mount Ulawun and Manam,Papua New Guinea,PNG,Melanesia,Oceania,West New Britain,,,,,,,,,,,,,,15800.0,,15800.0,,,,West New Britain (Adm1). ,2019-06-28,2019-06-28,['West New Britain'],0.0,3.0,0.0
994,2019-0158-PNG,2019.0,,Natural,Hydrological,Landslide,Landslide,,,Papua New Guinea,PNG,Melanesia,Oceania,"Tsak valley (Wapenamanda District, Enga Province, Highlands Region)",Heavy rains,,,,,,,,,,,10.0,,,,,,,,Wapenamanda (Adm2). ,2019-04-15,2019-04-15,"['Tsak valley', 'Wapenamanda District', 'Enga Province', 'Highlands Region']",1493.0,0.0,0.0
995,2019-0150-PRY,2019.0,,Natural,Hydrological,Flood,Riverine flood,,,Paraguay,PRY,South America,Americas,"Asuncion, Distrito Capital",,,,,Yes,,,Km2,,,"Rio Paraguay, Rio Parana",1.0,,2000.0,,2000.0,,,,Asuncion (Adm2). ,2019-03-15,2019-04-04,"['Asuncion', 'Distrito Capital']",0.0,0.0,0.0
997,2019-0197-PRY,2019.0,,Natural,Hydrological,Flood,,,,Paraguay,PRY,South America,Americas,"Ñeembucú, Presidente Hayes, Alto Paraguay, Concepción, Capital, Misiones, San Pedro, Central Departments",Heavy rains,,,,Yes,,,Km2,,,Paraguay River,16.0,,310595.0,,310595.0,,,,"Alto Paraguay, Central, Concepcion, Misiones, Neembucu, Presidente Hayes, San Pedro (Adm1). ",2019-04-01,2019-05-13,"['Ñeembucú', 'Presidente Hayes', 'Alto Paraguay', 'Concepción', 'Capital', 'Misiones', 'San Pedro', 'Central Departments']",0.0,16.0,0.0
998,2019-0294-RUS,2019.0,,Natural,Hydrological,Flood,,,,Russian Federation (the),RUS,Eastern Europe,Europe,"Taishetsky, Nizhneudinsky, Tulunsky and Chunsky districts (Irkutsk Oblast; south-east Siberian Federal District)",Heavy rains,,,,,,413323.0,Km2,58.911,102.485,,31.0,190.0,33000.0,,33190.0,,,526569.0,Irkutskaya Oblast (Adm1). ,2019-06-28,2019-07-03,"['Taishetsky', 'Nizhneudinsky', 'Tulunsky and Chunsky districts', 'Irkutsk Oblast', 'south-east Siberian Federal District']",1.0,0.0,0.0
999,2016-0379-VNM,2016.0,,Natural,Meteorological,Storm,Tropical cyclone,,Tropical storm Dianmu,Viet Nam,VNM,South-Eastern Asia,Asia,"Hai Phong City, Quang Ninh, Yen Bai, Phu Tho, Lai Chau, Dien Bien, Son La, Hoa Binh, Than Hoa, Lao Cai, Bac Giang, Nghe An provinces",,Flood,"Slide (land, mud, snow, rock)",,,,,Kph,,,"Luc Nam, Thoung, Ma, Buoi, Tao river",11.0,15.0,11075.0,,11090.0,,,191.0,"Bac Giang, Dien Bien, Hai Phong City, Hoa Binh, Lai Chau, Lao Cai, Nghe An, Phu Tho, Quang Ninh, Son La, Thanh Hoa, Yen Bai (Adm1). ",2016-08-18,2016-08-21,"['Hai Phong City', 'Quang Ninh', 'Yen Bai', 'Phu Tho', 'Lai Chau', 'Dien Bien', 'Son La', 'Hoa Binh', 'Than Hoa', 'Lao Cai', 'Bac Giang', 'Nghe An provinces']",0.0,0.0,0.0
1000,2016-0322-USA,2016.0,,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane Hermine,United States of America (the),USA,Northern America,Americas,"Georgia, Florida, South Carolina, New York, New Jersey; Cedar Key, Florida, Aurora (North Carolina); Virginia Tidewater region",,Flood,Surge,,,,85.0,Kph,,,,3.0,,13500.0,570.0,14070.0,,329227.0,731615.0,"Florida, Georgia, New Jersey, New York, North Carolina, South Carolina (Adm1). ",2016-09-01,2016-09-06,"['Georgia', 'Florida', 'South Carolina', 'New York', 'New Jersey', 'Cedar Key', 'Florida', 'Aurora', 'North Carolina', 'Virginia Tidewater region']",134.0,0.0,6.0
1001,2016-0350-TWN,2016.0,,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon Megi,Taiwan (Province of China),TWN,Eastern Asia,Asia,,,"Slide (land, mud, snow, rock)",,,,,,Kph,,,,7.0,160.0,,,160.0,,,134129.0,Taiwan Sheng (Adm1). ,2016-09-27,2016-09-27,[],0.0,65.0,13.0
1002,2016-0331-USA,2016.0,,Natural,Hydrological,Flood,Riverine flood,,,United States of America (the),USA,Northern America,Americas,"Minnesota; Buffalo, Chippewa, Clark, Columbia, Crawford, Eau Claire, Jackson, La Crosse, Monroe, Richland, Sauk, Trempealeau, and Vernon (Wisconsin); Allamakee, Benton, Black Hawk, Bremer, Buchanan, Butler, Cedar, Chickasaw, Delaware, Floyd, Franklin, Linn, Wright (Iowa)",Excessive rains and thunderstorms,"Slide (land, mud, snow, rock)",,,Yes,,,Km2,,,,1.0,,,,,,,670647.0,"Iowa, Minnesota, Wisconsin (Adm1). ",2016-09-19,2016-09-23,"['Minnesota', 'Buffalo', 'Chippewa', 'Clark', 'Columbia', 'Crawford', 'Eau Claire', 'Jackson', 'La Crosse', 'Monroe', 'Richland', 'Sauk', 'Trempealeau', 'and Vernon', 'Wisconsin', 'Allamakee', 'Benton', 'Black Hawk', 'Bremer', 'Buchanan', 'Butler', 'Cedar', 'Chickasaw', 'Delaware', 'Floyd', 'Franklin', 'Linn', 'Wright', 'Iowa']",0.0,31.0,1.0
1003,2016-0494-VCT,2016.0,FL-2016-000130,Natural,Hydrological,Flood,,,,Saint Vincent and the Grenadines,VCT,Caribbean,Americas,"Sandy Bay city, Magum, Orange Hill, Overland, London, Point, Owia, Fancy villages (Charlotte province), Spring Village, Coulls Hill, Troumaca, Rose Bank, Sharpes, Fitz Hughes villages (Saint Patrick province), Chateaubelair village (Saint David province) ",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,Km2,,,,,,25000.0,,25000.0,,,7926.0,"Charlotte, Saint David, Saint Patrick (Adm1). ",2016-11-29,2016-11-29,"['Sandy Bay city', 'Magum', 'Orange Hill', 'Overland', 'London', 'Point', 'Owia', 'Fancy villages', 'Charlotte province', 'Spring Village', 'Coulls Hill', 'Troumaca', 'Rose Bank', 'Sharpes', 'Fitz Hughes villages', 'Saint Patrick province', 'Chateaubelair village', 'Saint David province ']",0.0,94.0,0.0
1004,2016-0573-VNM,2016.0,,Natural,Hydrological,Flood,,,,Viet Nam,VNM,South-Eastern Asia,Asia,"Thanh Hóa, Lào Cai, Yên Bái, Bac Kan, Dien Bien, Ha Thin, Son La, Thai Nguyen",Torrential rainfall,"Slide (land, mud, snow, rock)",,,,,,Km2,,,,8.0,4.0,410.0,95.0,509.0,,,,"Bac Kan, Dien Bien, Ha Tinh, Lao Cai, Son La, Thai Nguyen, Thanh Hoa, Yen Bai (Adm1). ",2016-08-12,2016-08-14,"['Thanh Hóa', 'Lào Cai', 'Yên Bái', 'Bac Kan', 'Dien Bien', 'Ha Thin', 'Son La', 'Thai Nguyen']",0.0,19.0,0.0
1005,2016-0483-SLB,2016.0,EQ-2016-000128,Natural,Geophysical,Earthquake,Ground movement,,,Solomon Islands,SLB,Melanesia,Oceania,"Malaita, Makira-Ulawa, Temotu provinces",,Tsunami/Tidal wave,,,,,8.0,Richter,-10.676,161.33,,,1.0,9769.0,,9770.0,,,,Administrative unit not available (Adm2). ,2016-12-08,2016-12-08,"['Malaita', 'Makira-Ulawa', 'Temotu provinces']",0.0,1.0,0.0
1006,2016-0477-USA,2016.0,,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,United States of America (the),USA,Northern America,Americas,"Alabama, Mississippi, Tennessee, Georgia, South Carolina, Louisiana, North Carolina provinces",,Hail,,,,,,Kph,,,,8.0,33.0,,,33.0,,243872.0,335324.0,"Alabama, Georgia, Louisiana, Mississippi, North Carolina, South Carolina, Tennessee (Adm1). ",2016-11-26,2016-12-01,"['Alabama', 'Mississippi', 'Tennessee', 'Georgia', 'South Carolina', 'Louisiana', 'North Carolina provinces']",0.0,0.0,1.0
1007,2016-0427-UKR,2016.0,,Natural,Hydrological,Flood,,,,Ukraine,UKR,Eastern Europe,Europe,Odessa province,Heavy rains,Storm,,,,,19889.0,Km2,47.256,31.348,,3.0,,200.0,,200.0,,,,Odes'ka (Adm1). ,2016-10-12,2016-10-16,['Odessa province'],6.0,0.0,5.0
1008,2016-0451-COD,2016.0,,Natural,Hydrological,Flood,Flash flood,,,Congo (the Democratic Republic of the),COD,Middle Africa,Africa,"Gemena city (Sud-Ubangi district, Equateur province)",Heavy rains,Storm,,,,,,Km2,,,"Mombonga, Sukia and Labo rivers",,7.0,2628.0,,2635.0,,,,Sud-Ubangi (Adm2). ,2016-11-09,2016-11-09,"['Gemena city', 'Sud-Ubangi district', 'Equateur province']",0.0,0.0,0.0
1009,2016-0521-USA,2016.0,,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,United States of America (the),USA,Northern America,Americas,"Northern (Missouri, Maryland, Oklahoma, Indiana, Michigan, New Mexico, Ohio, Virginia)",,Cold wave,,,,,,Kph,,,,22.0,,,,,,,121936.0,"Indiana, Maryland, Michigan, Missouri, New Mexico, Ohio, Oklahoma, Virginia (Adm1). ",2016-12-13,2016-12-19,"['Northern', 'Missouri', 'Maryland', 'Oklahoma', 'Indiana', 'Michigan', 'New Mexico', 'Ohio', 'Virginia']",0.0,62.0,0.0
1010,2016-0481-SAU,2016.0,,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,Saudi Arabia,SAU,Western Asia,Asia,Qunfudah governorat (Makkah province),,Flood,,,,,,Kph,,,,3.0,2.0,120.0,,122.0,,,60968.0,Makkah (Adm1). ,2016-11-28,2016-11-29,"['Qunfudah governorat', 'Makkah province']",0.0,63.0,0.0
1011,2016-0342-TWN,2016.0,,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon Ferdie (Meranti),Taiwan (Province of China),TWN,Eastern Asia,Asia,,,Flood,,,,,305.0,Kph,,,,,,,,,,,85355.0,Taiwan Sheng (Adm1). ,2016-09-14,2016-09-14,[],0.0,19.0,0.0
1012,2016-0355-USA,2016.0,TC-2016-000106,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane 'Matthew',United States of America (the),USA,Northern America,Americas,"Florida, Georgia, South Carolina, North Carolina, Virginia provinces",,Flood,,,,,,Kph,,,,49.0,,,,,,6096793.0,12193586.0,"Florida, Georgia, North Carolina, South Carolina, Virginia (Adm1). ",2016-10-08,2016-10-12,"['Florida', 'Georgia', 'South Carolina', 'North Carolina', 'Virginia provinces']",0.0,21.0,0.0
1013,2016-0362-VNM,2016.0,,Natural,Meteorological,Storm,Tropical cyclone,,Tropical storm Aere,Viet Nam,VNM,South-Eastern Asia,Asia,"Thua Thien-Hue, Quang Tri, Quang Binh, Ha Tinh, Nghe An provinces",,Flood,,,,,,Kph,,,,34.0,,610000.0,,610000.0,,,426776.0,"Ha Tinh, Nghe An, Quang Binh, Quang Tri, Thua Thien - Hue (Adm1). ",2016-10-13,2016-10-15,"['Thua Thien-Hue', 'Quang Tri', 'Quang Binh', 'Ha Tinh', 'Nghe An provinces']",0.0,118.0,0.0
1014,2016-0371-VNM,2016.0,,Natural,Meteorological,Storm,,,Typhoon Carina (Nida),Viet Nam,VNM,South-Eastern Asia,Asia,"Muong Kuon, Bao Xat, Bao Thang, Sa Pa",,Flood,,,,,,Kph,,,,25.0,,180000.0,2500.0,182500.0,,,175588.0,"Bao Thang, Bat Xat, Muong Khuong, Sa Pa (Adm2). ",2016-08-02,2016-08-02,"['Muong Kuon', 'Bao Xat', 'Bao Thang', 'Sa Pa']",313.0,96.0,0.0
1015,2016-0523-ZWE,2016.0,,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,Zimbabwe,ZWE,Eastern Africa,Africa,"Mangwe, Bulilima, Guruve, Nkayi",,Flood,,,,,,Kph,,,,31.0,,2000.0,,2000.0,,,,"Bulilima, Guruve, Mangwe, Nkayi (Adm2). ",2016-12-09,2016-12-14,"['Mangwe', 'Bulilima', 'Guruve', 'Nkayi']",274.0,11.0,0.0
1016,2016-0344-SDN,2016.0,,Natural,Biological,Epidemic,Bacterial disease,,,Sudan (the),SDN,Northern Africa,Africa,"Bue Nyle, Kassala",,,,,,,,Vaccinated,,,,19.0,632.0,,,632.0,,,,,2016-09-19,2016-09-19,"['Bue Nyle', 'Kassala']",33.0,1096.0,0.0
1018,2016-0513-SGP,2016.0,,Natural,Biological,Epidemic,Viral disease,,Dengue,Singapore,SGP,South-Eastern Asia,Asia,,,,,,,,,Vaccinated,,,,,13051.0,,,13051.0,,,,,2016-01-01,2016-01-31,[],1512.0,240.0,0.0
1019,2016-0392-SLB,2016.0,,Natural,Biological,Epidemic,Viral disease,,Dengue,Solomon Islands,SLB,Melanesia,Oceania,"Guadalcanal (including Honiara), Malaita, Isabel provinces",,,,,,,,Vaccinated,,,,,1212.0,,,1212.0,,,,,2016-10-08,,"['Guadalcanal', 'including Honiara', 'Malaita', 'Isabel provinces']",1493.0,0.0,0.0
1021,2016-0378-THA,2016.0,,Natural,Hydrological,Flood,Flash flood,,,Thailand,THA,South-Eastern Asia,Asia,"Nan, Phayao, Mae Hong Son, Chiang Rai provinces",Residual effects of Tropial storm Dianmu,,,,Yes,,,Km2,,,Mekong river,3.0,,22500.0,,22500.0,,,,"Chiang Rai, Mae Hong Son, Nan, Phayao (Adm1). ",2016-08-15,2016-08-16,"['Nan', 'Phayao', 'Mae Hong Son', 'Chiang Rai provinces']",0.0,0.0,0.0
